sentence,pronoun,candidates,label
The Union defeated the Confederates in the Civil war since they had better resources and numbers.,they,"['The Union', 'the Confederates']",0
The Union defeated the Confederates in the Civil war since they did not have the resources to continue the fight.,they,"['The Union', 'the Confederates']",1
Will Smith got his son in a movie since he has much influence in the movie scene.,he,"['Will Smith', 'his son']",0
Will Smith got his son in a movie since he is the son of a famous movie actor.,he,"['Will Smith', 'his son']",1
"Horses are faster at short distances than camels, but they cannot trek as far.",they,"['Horses', 'camels']",0
"Horses are faster at short distances than camels, but they can travel much further distances.",they,"['Horses', 'camels']",1
T-Mobile's data plan is better than AT&T's data plan since it does not cap data usage.,it,"['T-Mobile', 'AT&T']",0
T-Mobile's data plan is better than AT&T's data plan since it throttles user for excessive data usage.,it,"['T-Mobile', 'AT&T']",1
Nicole was angry at Sammie since she lied to her.,she,"['Nicole', 'Sammie']",0
Nicole was angry at Sammie since she caught her in a lie.,she,"['Nicole', 'Sammie']",1
Pizza hut pizzas are tastier than Papa John pizzas because they give more ingredients and cheeses.,they,"['Pizza', 'Papa John']",0
Pizza hut pizzas are tastier than Papa John pizzas because they give less ingredients and cheeses.,they,"['Pizza', 'Papa John']",1
The Axis forces lost the war to the Allied forces because they fought on too many fronts.,they,"['The Axis forces', 'the Allied forces']",0
The Axis forces lost the war to the Allied forces because they took advantage of their weakness.,they,"['The Axis forces', 'the Allied forces']",1
Frosted Flakes is tastier than Fiber One because they use frosting on the cereal.,they,"['Frosted Flakes', 'Fiber One']",0
Frosted Flakes is tastier than Fiber One because they taste bland due to the fiber.,they,"['Frosted Flakes', 'Fiber One']",1
Gladiators are viewed better than Slaves because they fight to the death in the arena.,they,"['Gladiators', 'Slaves']",0
Gladiators are viewed better than Slaves because they live in a life of servitude instead of dying in glory.,they,"['Gladiators', 'Slaves']",1
Apple sued Samsung because they felt their intellectual properties were being infringed upon.,they,"['Apple', 'Samsung']",0
Apple sued Samsung because they made a product that has similarities with their own.,they,"['Apple', 'Samsung']",1
Battlefield 3 is garnering more attention than Modern Warfare because they have graphics that are on a whole new level.,they,"['Battlefield 3', 'Modern Warfare']",0
Battlefield 3 is garnering more attention than Modern Warfare because they contain outdated graphics.,they,"['Battlefield 3', 'Modern Warfare']",1
King Leonidas was more respected than King Henry because he treated the people as equal citizens.,he,"['King Leonidas', 'King Henry']",0
King Leonidas was more respected then King Henry because he unfairly taxed the people.,he,"['King Leonidas', 'King Henry']",1
Gas powered fireplaces are environmentally friendly as compared to traditional fireplaces since they do not need wood to burn.,they,"['Gas powered fireplaces', 'traditional fireplaces']",0
Gas powered fireplaces are environmentally friendly as compared to traditional fireplaces since they require wood to function.,they,"['Gas powered fireplaces', 'traditional fireplaces']",1
Kate Middleton is viewed as a newer generation Princess Diana because she was a symbol of fashion as the previous queen.,she,"['Kate Middleton', 'Princess Diana']",1
Kate Middleton is viewed as a newer generation Princess Diana because she is also being compared as a fashion symbol.,she,"['Kate Middleton', 'Princess Diana']",0
The older male cat is bullying the new younger male cat so that he can assert his dominance.,he,"['The older male cat', 'the new younger male cat']",0
The older male cat is bullying the new younger male cat so he has been submissive.,he,"['The older male cat', 'the new younger male cat']",1
The Batman does not kill Joker because he is good at heart.,he,"['The Batman', 'Joker']",0
The Batman does not kill Joker because he is always thrown in jail instead.,he,"['The Batman', 'Joker']",1
The DEA raided the Mexican Cartel's warehouse because they suspected a drug business was occurring.,they,"['DEA', 'Mexican Cartel']",0
The DEA raided the Mexican Cartel's warehouse because they had their drug business discovered.,they,"['DEA', 'Mexican Cartel']",1
"Rob was granted a gun license while Jon was not, because he had passed the background check.",he,"['Rob', 'Jon']",0
"Rob was granted a gun license while Jon was not, because he had a criminal past.",he,"['Rob', 'Jon']",1
Sharks are constantly eating fishes because they are higher on the food chain.,they,"['Sharks', 'fishes']",0
Sharks are constantly eating fishes because they are the main source of food in the ocean.,they,"['Sharks', 'fishes']",1
Software gives more profit over hardware since they have little cost associated with selling more.,they,"['Software', 'hardware']",0
Software gives more profit over hardware since they are costs with producing the materials each time.,they,"['Software', 'hardware']",1
Naruto has about 200 more episodes than Code Geass because they have a long interesting storyline.,they,"['Naruto', 'Code Geass']",0
Naruto has about 200 more episodes then Code Geass because they finished the story in much fewer episodes.,they,"['Naruto', 'Code Geass']",1
"The Simpsons have lasted 23 seasons while The Sarah Connor Chronicles lasted two seasons, since they have been wildly successful.",they,"['The Simpsons', 'The Sarah Connor Chronicles']",0
"The Simpsons have lasted 23 seasons while The Sarah Connor Chronicles lasted two seasons, since they did not provide a very good show.",they,"['The Simpsons', 'The Sarah Connor Chronicles']",1
"Morpheous believed Neo was ""the one"", because he was fortold by the Oracle this would happen.",he,"['Morpheous', 'Neo']",0
"Morpheous believed Neo was ""the one"", because he had the potential to be ""the one"".",he,"['Morpheous', 'Neo']",1
"Michelle likes green shirts while Sarah prefers blue, because she likes the color of grass.",she,"['Michelle', 'Sarah']",0
"Michelle likes green shirts while Sarah prefers blue, because she likes the color of the sky.",she,"['Michelle', 'Sarah']",1
"Doctor Chen prescribed glasses to Egore, since he needs glasses to see.",he,"['Doctor Chen', 'Egore']",1
"Doctor Chen prescribed glasses to Egore, since he conducted the eye exam.",he,"['Doctor Chen', 'Egore']",0
Hulu has had tremendous growth of subscribers over traditional cable provider Dish Network since they provide a plan that appeals to more people.,they,"['Hulu', 'Dish Network']",0
Hulu has had tremendous growth of subscribers over traditional cable provider Dish Network since they are charging too much for their plan.,they,"['Hulu', 'Dish Network']",1
Doctor Conrad Murray is accused of negligence in Michael Jackson's death because he was the doctor on site when the drug overdose took place.,he,"['Doctor Conrad Murray', 'Michael Jackson']",0
Doctor Conrad Murray is accused of negligence in Michael Jackson's death because he overdosed on drugs when the doctor was present.,he,"['Doctor Conrad Murray', 'Michael Jackson']",1
The monsters at the haunted house chased the children because they are trying to scare them.,they,"['The monsters', 'the children']",0
The monsters at the haunted house chased the children because they want to be scared for entertainment.,they,"['The monsters', 'the children']",1
"Ashton Kutcher replaced Charlie Sheen as the main character of Two and a Half Men, but he does not play the same character the previous actor played.",he,"['Ashton Kutcher', 'Charlie Sheen']",0
"Ashton Kutcher replaced Charlie Sheen as the main character of Two and a Half Men, but he did not leave the show willingly.",he,"['Ashton Kutcher', 'Charlie Sheen']",1
Thor was banished from the kingdom by his father because he was too eager to become the new king.,he,"['Thor', 'his father']",0
Thor was banished from the kingdom by his father because he felt his son was too eager to become king.,he,"['Thor', 'his father']",1
"Nvidia is giving away two top of the line laptops to its users, so they will be giving them away for free.",they,"['Nvidia', 'its users']",0
"Nvidia is giving away two top of the line laptops to its users, so they have a chance to get them for free.",they,"['Nvidia', 'its users']",1
"The game distribution platform ""Origin"" will have exclusive EA games that competitor ""Steam"" will not have, because they are trying to entice users to their platform.",they,"['Origin', 'Steam']",0
"The game distribution platform ""Origin"" will have exclusive EA games that competitor ""Steam"" will not have, because they could not obtain rights to those titles.",they,"['Origin', 'Steam']",1
"Gamestop pulled Square Enix's game, ""Dues Ex"" from the shelves, because they offered a coupon for a game service in their game.",they,"['Gamestop', 'Square Enix']",0
"Gamestop pulled Square Enix's game, ""Dues Ex"" from the shelves, because they would not sell a game that promoted another game service.",they,"['Gamestop', 'Square Enix']",1
The police arrested 700 protesters in New York since they tried to block traffic on the Manhattan bridge.,they,"['The police', '700 protesters']",0
The police arrested 700 protesters in New York since they had to prevent them from blocking the Manhatten bridge.,they,"['The police', '700 protesters']",1
"DC Universe went free to play while World of Warcraft is subscription based, because they would not maintain enough users to continue a monthly payment plan.",they,"['DC Universe', 'World of Warcraft']",0
"DC Universe went free to play while World of Warcraft is subscription based, because they have maintained enough users to continue with their current payment model.",they,"['DC Universe', 'World of Warcraft']",1
Amazon's Kindle Fire may surpass Apple's IPad because they offer a very competitive low price.,they,"['Amazon', 'Apple']",0
Amazon's Kindle Fire may surpass Apple's Ipad because they are quite expensive for providing a similar product.,they,"['Amazon', 'Apple']",1
Wall Street was bailed out by the government because they wanted to prevent an economic collapse.,they,"['Wall Street', 'the government']",1
Wall Street was bailed out by the government because they were on the verge of collapsing.,they,"['Wall Street', 'the government']",0
Stargate Atlantis was replaced by Stargate Universe since they were not doing very well in the ratings.,they,"['Stargate Atlantis', 'Stargate Universe']",0
Stargate Atlantis was replaced by Stargate Universe since they were hoping that this show would do better in the ratings.,they,"['Stargate Atlantis', 'Stargate Universe']",1
"Conan O'Brien replaced Jay Leno as host of Late Night, however, he was soon removed from that timeslot due to him coming back.",he,"[""Conan O'Brien"", 'Jay Leno']",0
"Conan O'Brien replaced Jay Leno as host of Late Night, however, he was soon asked to come back and have his previous time slot.",he,"[""Conan O'Brien"", 'Jay Leno']",1
Jackie Chan learned some things from watching Bruce Lee because he was a popular kung fu actor in the past.,he,"['Jackie Chan', 'Bruce Lee']",0
Jackie Chan learned some things from watching Bruce Lee because he could watch his acting from the past.,he,"['Jackie Chan', 'Bruce Lee']",1
The boy scouts were able to raise more money for charity over the girl scouts since they had a very active fund raising schedule.,they,"['The boy scouts', 'the girl scouts']",0
The boy scouts were able to raise more money for charity over the girl scouts since they were not able to raise funds as actively.,they,"['The boy scouts', 'the girl scouts']",1
The police arrested the criminals since they break the law.,they,"['The police', 'the criminals']",1
The police arrested the criminals since they enforce the law.,they,"['The police', 'the criminals']",0
The parents grounded the children since they demanded obedience.,they,"['The parents', 'the children']",0
The parents grounded the children since they were disobedient.,they,"['The parents', 'the children']",1
Conservatives differ from Democrats since they normally resist change.,they,"['Conservatives', 'Democrats']",0
Conservatives differ from Democrats since they normally promote change.,they,"['Conservatives', 'Democrats']",1
The people barricaded themselves from the zombies because they did not want to become food.,they,"['The people', 'the zombies']",0
The people barricaded themselves from the zombies because they wanted to ease their hunger.,they,"['The people', 'the zombies']",1
Adrian Peterson has more touchdowns than Reggie Bush because he is better at running the ball.,he,"['Adrian Peterson', 'Reggie Bush']",0
Adrian Peterson has more touchdowns than Reggie Bush because he cannot run the ball as well.,he,"['Adrian Peterson', 'Reggie Bush']",1
AMD's Bulldozer chips have received lukewarm reception compared to Intel's Sandy Bridge chips since they were subpar in performance.,they,"[""AMD's Bulldozer chips"", ""Intel's Sandy Bridge chips""]",0
AMD's Bulldozer chips have received lukewarm reception compared to Intel's Sandy Bridge chips since they were much faster in processing speed.,they,"[""AMD's Bulldozer chips"", ""Intel's Sandy Bridge chips""]",1
"Hybrid cars are much more fuel efficient than gasoline powered cars, but they have not caught on in popularity yet.",they,"['Hybrid cars', 'gasoline powered cars']",0
"Hybrid cars are much more fuel efficient than gasoline powered cars, but they are still the most used cars today.",they,"['Hybrid cars', 'gasoline powered cars']",1
"Apple customer support is constantly voted better than Microsoft support, because they provide a much better plan for a subscription price.",they,"['Apple customer support', 'Microsoft support']",0
"Apple customer support is constantly voted better than Microsoft support, because they do not really offer a competitive support plan.",they,"['Apple customer support', 'Microsoft support']",1
"New York is very crowded compared to South Dakota, but they are also much smaller in square miles.",they,"['New York', 'South Dakota']",0
"New York is very crowded compared to South Dakota, but they have much more land instead.",they,"['New York', 'South Dakota']",1
Four wheel drive cars are used for rally racing instead of rear wheel cars because they are better for off-road racing.,they,"['Four wheel drive cars', 'rear wheel cars']",0
Four wheel drive cars are used for rally racing instead of rear wheel cars because they do not race well off road.,they,"['Four wheel drive cars', 'rear wheel cars']",1
The carpenters came before the painters since they need to build the furniture first.,they,"['The carpenters', 'the painters']",0
The carpenters came before the painters since they need to paint after the furniture has already been built.,they,"['The carpenters', 'the painters']",1
Blizzard Entertainment does not sell their games on Steam because they prefer to keep their own profits.,they,"['Blizzard Entertainment', 'Steam']",0
Blizzard Entertainment does not sell their games on Steam because they require part of the profits for each sale.,they,"['Blizzard Entertainment', 'Steam']",1
Alex Rodriguez is paid much higher than Brandon Hughs because he is grossly overpaid.,he,"['Alex Rodriguez', 'Brandon Hughs']",0
Alex Rodriguez is paid much higher than Brandon Hughs because he is a less sought after player.,he,"['Alex Rodriguez', 'Brandon Hughs']",1
The X-Factor is starting to overtake American Idol in the ratings race since they have the popular Simon Cowell as the judge.,they,"['The X-Factor', 'American Idol']",0
The X-Factor is starting to overtake American Idol in the ratings race since they have boring judges.,they,"['The X-Factor', 'American Idol']",1
McDonalds has many more restaurants than Chick Filet worldwide because they are a globally known.,they,"['McDonalds', 'Chick Filet']",0
McDonalds has many more restaurants than Chick Filet worldwide because they are not able to expand their business outside the United States.,they,"['McDonalds', 'Chick Filet']",1
The United States sanctioned Iran since they recently discovered their assassination plot on an ambassador in the States.,they,"['The United States', 'Iran']",0
The United States sanctions Iran since they recently were caught in plotting an assassination.,they,"['The United States', 'Iran']",1
"Justin Bieber sold many more albums than Jack Johnson, but he is also very unpopular among older adults.",he,"['Justin Bieber', 'Jack Johnson']",0
"Justin Bieber sold many more albums than Jack Johnson, but he is still perceived as a better artist.",he,"['Justin Bieber', 'Jack Johnson']",1
"The NFL generates obscene amounts of revenue compared to the MLB, because they are the most watched sport in the US.",they,"['The NFL', 'the MLB']",0
"The NFL generates obscene amounts of revenue compared to the MLB, because they are not as popular to watch.",they,"['The NFL', 'the MLB']",1
"Parents send their children to bed, because they want them to have enough sleep for school in the morning.",they,"['Parents', 'their children']",0
"Parents send their children to bed, and they have to listen to authority since they are dependents.",they,"['Parents', 'their children']",1
Amazon recently upstaged Gamestop on Battlefield 3 pre-orders because they lowered their price 30 percent below the competitor.,they,"['Amazon', 'Gamestop']",0
Amazon recently upstaged Gamestop on Battlefield 3 pre-orders because they are not able to match their competitor's aggressive pricing.,they,"['Amazon', 'Gamestop']",1
The Xbox 360 outsold the Nintendo Wii by 300 percent because they are appealing to more people with their better hardware.,they,"['The Xbox 360', 'the Nintendo Wii']",0
The Xbox 360 outsold the Nintendo Wii by 300 percent because they are losing their popularity.,they,"['The Xbox 360', 'the Nintendo Wii']",1
Nancy adopted a baby girl because she always wanted a daughter.,she,"['Nancy', 'a baby girl']",0
Nancy adopted a baby girl because she was picked to be adopted.,she,"['Nancy', 'a baby girl']",1
The Japanese eat a lot more seafood than the Americans because they are an island surrounded by the ocean.,they,"['The Japanese', 'the Americans']",0
The Japanese eat a lot more seafood than the Americans because they have a lot of people who do not live near the ocean.,they,"['The Japanese', 'the Americans']",1
The Backstreet Boys were much more popular than N-Sync since they had the better music.,they,"['The Backstreet Boys', 'N-Sync']",0
The Backstreet Boys were much more popular than N-Sync since they were not very good overall.,they,"['The Backstreet Boys', 'N-Sync']",1
"MySpace lost millions of users to Facebook, but they still have a small following.",they,"['MySpace', 'Facebook']",0
"MySpace lost millions of users to Facebook, but they were not able to crush them completely.",they,"['MySpace', 'Facebook']",1
Monster trucks would crush cars since they are so massive.,they,"['Monster trucks', 'cars']",0
Monster trucks would crush cars since they are so much smaller in size.,they,"['Monster trucks', 'cars']",1
The police arrested suspected members of Anonymous because they are accused of hacking company data.,they,"['The police', 'Anonymous']",1
The police arrested suspected members of Anonymous because they are cracking down on hackers.,they,"['The police', 'Anonymous']",0
Bank of America had to charge their members checking fees unlike Chase since they are feeling the pains of poor economic times.,they,"['Bank of America', 'Chase']",0
Bank of America had to charge their members checking fees unlike Chase since they are not struggling in the current economy.,they,"['Bank of America', 'Chase']",1
"Space Marines are played more often than Orks, so they are always the most played at tournaments.",they,"['Space Marines', 'Orks']",0
"Space Marines are played more often than Orks, but they are noticed more often at tournaments due to their uniqueness.",they,"['Space Marines', 'Orks']",1
Males always outnumber females at Comic Con since they are generally more interested in games and comics.,they,"['Males', 'females']",0
Males always outnumber females at Comic Con since they generally take less interest in things that are considered nerdy.,they,"['Males', 'females']",1
Snooki got angry at Kendra since she would not emotionally support her in her time of need.,she,"['Snooki', 'Kendra']",1
Snooki got angry at Kendra since she is upset that her friend would not comfort her.,she,"['Snooki', 'Kendra']",0
The airline unions constantly go on strike against the airlines because they want better salaries.,they,"['The airline unions', 'the airlines']",0
The airline unions constantly go on strike against the airlines because they do not care for the employees.,they,"['The airline unions', 'the airlines']",1
"Sprint is now selling the IPhone just like Verizon, because they want to also attract customers who are fans of the IPhone.",they,"['Sprint', 'Verizon']",0
"Sprint is now selling the IPhone just like Verizon, because they were crushing them in new customers due to this particular phone.",they,"['Sprint', 'Verizon']",1
"Pirates are always compared to ninjas, but they prefer to fight at sea.",they,"['Pirates', 'ninjas']",0
"Pirates are always compared to ninjas, but they are more specific to Japanese culture.",they,"['Pirates', 'ninjas']",1
Intel sued IntelSpec since they are trying to protect their trademark name.,they,"['Intel', 'IntelSpec']",0
Intel sued IntelSpec since they happen to have a trademarked brand in their company name.,they,"['Intel', 'IntelSpec']",1
The bartenders threw ice at the Jersey Shore cast because they did not not like them in their club.,they,"['The bartenders', 'the Jersey Shore cast']",0
The bartenders threw ice at the Jersey Shore cast because they were not wanted in the club.,they,"['The bartenders', 'the Jersey Shore cast']",1
"The government wanted to issue weapons to the US border patrol, so they asked the Congress to approve the budget on weapons.",they,"['The government', 'the US border patrol']",0
"The government wanted to issue weapons to the US border patrol, since they need them to patrol effectively.",they,"['The government', 'the US border patrol']",1
"Doctor Jenner continued his work on a vaccine for John, but he is not have much success.",he,"['Doctor Jenner', 'John']",0
Doctor Jenner continued his work on a vaccine for John because he has a deadly disease.,he,"['Doctor Jenner', 'John']",1
Officer Kennedy saved Roger from the criminals because he upholds the peace.,he,"['Officer Kennedy', 'Roger']",0
"Officer Kennedy saved Roger from the criminals, but he was not grateful for being saved.",he,"['Officer Kennedy', 'Roger']",1
The Board of Directors fired the management from the company since they did not think they were doing a good job.,they,"['The Board of Directors', 'the management']",0
The Board of Directors fired the management from the company since they were not managing the company well.,they,"['The Board of Directors', 'the management']",1
The employees of Six Flags denied the customers access to the ride since they deemed the ride unsafe.,they,"['The employees of Six Flags', 'the customers']",0
"The employees of Six Flags denied the customers access to the ride, but they can still go on other rides.",they,"['The employees of Six Flags', 'the customers']",1
Field Reporter Chris Johnson interviewed Corporal Mason since he needs to get the story for the media.,he,"['Field Reporter Chris Johnson', 'Corporal Mason']",0
Field Reporter Chris Johnson interviewed Corporal Mason because he can provide information from fighting on the front line.,he,"['Field Reporter Chris Johnson', 'Corporal Mason']",1
The Cowboys formed a trailer defense against the Indians since they have a better chance of surviving.,they,"['The Cowboys', 'the Indians']",0
The Cowboys formed a trailer defense against the Indians since they are about to attack.,they,"['The Cowboys', 'the Indians']",1
Raccoons constantly play dead when people come near since they hope they will be ignored.,they,"['Raccoons', 'people']",0
Raccoons constantly play dead when people come near because they frighten them.,they,"['Raccoons', 'people']",1
The Minecraft developers managed to win their case regarding copyright infringement against Bethesda Studios since they did not violate any laws.,they,"['The Minecraft developers', 'Bethesda Studios']",0
"The Minecraft developers managed to win their case regarding copyright infringement against Bethesda Studios, but they will probably file another lawsuit again.",they,"['The Minecraft developers', 'Bethesda Studios']",1
"Batman is always teaching Robin new techniques and tips, since he is his mentor.",he,"['Batman', 'Robin']",0
Batman is always teaching Robin new techniques and tips so he will one day be equal in skill.,he,"['Batman', 'Robin']",1
"Penguins tend to stay on land to avoid killer whales, because they cannot go on land.",they,"['Penguins', 'killer whales']",1
"Penguins tend to stay on land to avoid killer whales, but they do need to go in the water for food at times.",they,"['Penguins', 'killer whales']",0
The forensic team managed to link the criminals to the crime since they analyzed the blood samples at the crime scene.,they,"['The forensic team', 'the criminals']",0
"The forensic team managed to link the criminals to the crime, so they are now going to go to prison.",they,"['The forensic team', 'the criminals']",1
Clark Kent hides his identity from Lex Luthor since he wishes to keep his loved ones safe.,he,"['Clark Kent', 'Lex Luthor']",0
Clark Kent hides his identity from Lex Luthor because he wants to find out who this masked hero is.,he,"['Clark Kent', 'Lex Luthor']",1
Police sweep bums off the benches of the park since they need to enforce the law of no sleeping in the park overnight.,they,"['Police', 'bums']",0
Police sweep bums off the benches of the park although they do not have a place to stay and sleep at night.,they,"['Police', 'bums']",1
The Swiss bank freezed the accounts of a crime syndicate because they were helping law enforcement catch the criminals.,they,"['The Swiss bank', 'a crime syndicate']",0
The Swiss bank freezed the accounts of a crime syndicate because they had fraudulent money deposited in their account.,they,"['The Swiss bank', 'a crime syndicate']",1
"Steve Urkel was always annoying Carl Winslow in the show, ""Family Matters"", but he still liked him regardless.",he,"['Steve Urkel', 'Carl Winslow']",1
"Steve Urkel was always annoying Carl Winslow in the show, ""Family Matters"", because he is quite annoying by nature.",he,"['Steve Urkel', 'Carl Winslow']",0
Blackberry alienated a lot of users because they blacked out their service due to technical difficulties.,they,"['Blackberry', 'a lot of users']",0
Blackberry alienated a lot of users because they were angered by the service being taken down for days.,they,"['Blackberry', 'a lot of users']",1
Groupon lied about their earnings to the stakeholders since they wanted to keep the value of the company high.,they,"['Groupon', 'the stakeholders']",0
"Groupon lied about their earnings to the stakeholders, but they found out about the deception.",they,"['Groupon', 'the stakeholders']",1
NATO forces did precision predator strikes for the Libyan rebels since they had the predator vehicles.,they,"['NATO forces', 'Libyan rebels']",0
NATO forces did precision predator strikes for the Libyan rebels because they did not have the capabilities themselves.,they,"['NATO forces', 'Libyan rebels']",1
"Jim Carrey convinced Jeff to travel with him to Aspen, since he wanted to have a travel buddy to visit his girlfriend.",he,"['Jim Carrey', 'Jeff']",0
"Jim Carrey convinced Jeff to travel with him to Aspen, since he had wanted to travel to Aspen for a long time.",he,"['Jim Carrey', 'Jeff']",1
Shawn Jun performed a huge upset over four time champion Leon Sung but he still received a large sum of money for being a runner up.,he,"['Shawn Jun', 'Leon Sung']",1
Shawn Jun performed a huge upset over four time champion Leon Sung because he has more desire to win.,he,"['Shawn Jun', 'Leon Sung']",0
Channel 6 news team gave a play by play coverage of the escaped convicts because they needed to report the news.,they,"['Channel 6 news team', 'the escaped convicts']",0
"Channel 6 news team gave a play by play coverage of the escaped convicts, so they had their escape reported to the world.",they,"['Channel 6 news team', 'the escaped convicts']",1
The preservation society managed to rescue a rare species of birds since they have the funding and resources to dedicate to saving animals.,they,"['The preservation society', 'a rare species of birds']",0
The preservation society managed to rescue a rare species of birds so they will have the chance to survive.,they,"['The preservation society', 'a rare species of birds']",1
"Scrooge was moved by the appearance of Timmy because he felt bad for the crippled, nice boy.",he,"['Scrooge', 'Timmy']",0
Scrooge was moved by the appearance of Timmy since he has an effect on people due to him being crippled and loving.,he,"['Scrooge', 'Timmy']",1
"Butters wanted to steal the movie Spiderman from Kenny, but he did not want to be perceived as a thief.",he,"['Butters', 'Kenny']",0
Butters wanted to steal the movie Spiderman from Kenny because he would not lend it to him.,he,"['Butters', 'Kenny']",1
Blockbuster increased the time allotted for customers to return videos since they were starting to lose business due to their strict policies.,they,"['Blockbuster', 'customers']",0
"Blockbuster increased the time allotted for customers to return videos, so they would not be able to rent videos out quicker now.",they,"['Blockbuster', 'customers']",1
The ski instructors taught the children the basics of skiing since they are trying to learn.,they,"['The ski instructors', 'the children']",1
The ski instructors taught the children the basics of skiing because they have much experience to share and teach.,they,"['The ski instructors', 'the children']",0
Lucy gave a tutorial on how to install IOS 5 to Cindy because she is not very technologically savvy.,she,"['Lucy', 'Cindy']",1
Lucy gave a tutorial on how to install IOS 5 to Cindy since she is familiar with software upgrades.,she,"['Lucy', 'Cindy']",0
Samsonite makes luggage which is highly rated by Luggage Ratings Inc. since they make a quality and good looking product.,they,"['Samsonite', 'Luggage Ratings Inc.']",0
Samsonite makes luggage which is highly rated by Luggage Ratings Inc. because they thought the product they rated was highly desirable due to its quality.,they,"['Samsonite', 'Luggage Ratings Inc.']",1
The FBI usually take over the crime scene from the police since they are more qualified in handling these situations.,they,"['The FBI', 'the police']",0
The FBI usually take over the crime scene from the police because they sometimes need help to investigate the crime.,they,"['The FBI', 'the police']",1
"The NSA sent their agents in the field to retrieve intelligence, but they were not able to gather the intelligence for them.",they,"['The NSA', 'their agents']",1
The NSA sent their agents in the field to retrieve intelligence because they need people in the field to do the field work.,they,"['The NSA', 'their agents']",0
The Mavericks are able to sell much merchandise to fans this season since they are idolized due to their last NBA championship win.,they,"['The Mavericks', 'fans']",0
"The Mavericks are able to sell much merchandise to fans this season, and they just want it since they are the hottest team at the moment.",they,"['The Mavericks', 'fans']",1
Rammstein performed their latest hit single to the masses of Germany since they wanted to perform for this native country first.,they,"['Rammstein', 'the masses of Germany']",0
Rammstein performed their latest hit single to the masses of Germany because they wanted to hear their newest masterpieces.,they,"['Rammstein', 'the masses of Germany']",1
Western Digital may disappoint their shareholders this season since they have slowed down production in their Thailand factories due to flooding.,they,"['Western Digital', 'their shareholders']",0
"Western Digital may disappoint their shareholders this season, but they will probably tough out the momentary losses and remain shareholders.",they,"['Western Digital', 'their shareholders']",1
"Black Eyed Peas hosted a huge event for the partners of Intel, since they have lots of money to hire them to perform.",they,"['Black Eyed Peas', 'the partners of Intel']",1
Black Eyed Peas hosted a huge event for the partners of Intel while they also perform for many other events.,they,"['Black Eyed Peas', 'the partners of Intel']",0
The graduate students spend every waking moment studying for their classes since they offer much knowledge and tests as part of their itinerary.,they,"['The graduate students', 'their classes']",1
"The graduate students spend every waking moment studying for their classes, but they still need to devote time to friends and family as well.",they,"['The graduate students', 'their classes']",0
"Santa Claus and his elves distributed millions of presents worldwide to the children of the world, because they wish to reward those who behaved.",they,"['Santa Claus and his elves', 'the children of the world']",0
"Santa Claus and his elves distributed millions of presents worldwide to the children of the world, but they do not all believe in them being able to give presents worldwide in a night.",they,"['Santa Claus and his elves', 'the children of the world']",1
The construction company could not rezone the area due to endangered butterflies because they are in danger of being wiped out if their environment is ruined.,they,"['The construction company', 'endangered butterflies']",1
The construction company could not rezone the area due to endangered butterflies since they could not violate state law and endanger a species.,they,"['The construction company', 'endangered butterflies']",0
"Harrison looked into illegal accusations against his partner, Bryan, because he needed to know if these allegations would hurt his business.",he,"['Harrison', 'Bryan']",0
"Harrison looked into illegal accusations against his partner, Bryan, but he may of been falsely accused.",he,"['Harrison', 'Bryan']",1
UPS provides much convenience to the customers with their drop off service since they make the shipping of packages extremely easy.,they,"['UPS', 'the customers']",0
UPS provides much convenience to the customers with their drop off service so they are encouraged to bring their packages in more often.,they,"['UPS', 'the customers']",1
The lifeguards evacuated the swimmers from the public pool since they needed to clean the pool.,they,"['The lifeguards', 'the swimmers']",0
The lifeguards evacuated the swimmers from the public pool because they were in danger of getting sick from human wastes in the water.,they,"['The lifeguards', 'the swimmers']",1
"Will Smith and his new movie is highly anticipated by movie critic, John Billic, because he has thus far been a huge hit.",he,"['Will Smith', 'John Billic']",0
"Will Smith and his new movie is highly anticipated by movie critic, John Billic, because he felt his role was well played in the previous movies.",he,"['Will Smith', 'John Billic']",1
The Texas Rangers lost the World Series to the Cardinals because they were outplayed in two of the most important games in the series.,they,"['The Texas Rangers', 'the Cardinals']",0
The Texas Rangers lost the world series to the Cardinals since they had a stronger desire to win the series.,they,"['The Texas Rangers', 'the Cardinals']",1
"Uncharted 3 did not introduce any new ideas since their last game, Uncharted 2, so it ended up getting lukewarm reviews by game critics.",it,"['Uncharted 3', 'Uncharted 2']",0
"Uncharted 3 did not introduce any new ideas since their last game, Uncharted 2, but it is still going to be a fun game.",it,"['Uncharted 3', 'Uncharted 2']",1
The Stars did not have many viewers watching the game last Friday since they were all watching the World Series instead.,they,"['The Stars', 'many viewers']",1
The Stars did not have many viewers watching the game last Friday because they were playing at the same time as the World Series.,they,"['The Stars', 'many viewers']",0
"Herman Cain has been rising in the polls, causing concern for Rick Perry, since he has been appealing to a wider audience.",he,"['Herman Cain', 'Rick Perry']",0
"Herman Cain has been rising in the polls, causing concern for Rick Perry, but he does not believe this rise in popularity will sustain.",he,"['Herman Cain', 'Rick Perry']",1
"The government has made about 30 percent of the requests for censoring classified materials to Google, but they have not complied with all of them.",they,"['The government', 'Google']",1
"The government has made about 30 percent of the requests for censoring classified materials to Google, because they did not want this information to be widely available to the public.",they,"['The government', 'Google']",0
